indicativo,p_max,n_fog,inso,nw_55,tm_min,ta_max,ts_min,nt_30,w_racha,np_100,p_sol,nw_91,np_001,ta_min,np_300,evap,p_mes,n_tor,w_med,nt_00,ti_max,tm_mes,tm_max,np_010,fecha,n_gra,n_llu,n_nie,w_rec,n_cub,q_max,q_med,nv_0050,n_des,n_nub,nv_1000,nv_0100,q_min,hr,q_mar,e,glo
6155A,0.0(--),2,8.5,0,18.9,34.2(26),22.6,3,27/6.9(04),0,68,0,0,15.0(02),0,1173,0,0,7,0,22,23.1,27.4,0,1958-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,11.7(30),3,NA,0,14.6,31.2(02),18.2,1,13/8.1(20),1,NA,0,2,10.0(26),0,1197,16.4,0,11,0,20,18.9,23.3,2,1958-10,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,30.0(10),1,5.7,0,11.1,23.0(02),16.2,0,13/8.1(21),2,55,0,5,6.2(16),1,877,65.3,2,8,0,14.2,14.8,18.5,5,1958-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,60.9(21),0,3.9,2,10.5,22.4(15),15.6,0,22/25.0(22),10,40,0,13,6.0(10),3,709,271.4,1,10,0,13.2,13.6,16.7,13,1958-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,60.9(21/dic),20,NA,NA,14,41.0(11/ago),24.4,41,NA,18,NA,NA,36,1.0(15/ene),4,11966,474.5,5,11,0,12.4,18.4,22.8,35,1958-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,90.0(01),0,5,0,10,22.8(09),14.6,0,18/8.9(27),4,50,0,8,5.0(20),3,681,192.3,1,9,0,12.6,13.1,16.3,8,1959-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,18.7(06),0,6.1,0,8.3,17.8(24),12.2,0,13/10.0(16),2,56,0,7,3.0(23),0,822,49,2,12,0,10,11.9,15.4,7,1959-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,9.0(01),1,5.5,1,11.4,27.0(31),15.8,0,31/18.1(13),0,46,0,7,7.0(14),0,897,30.8,0,12,0,14,15.3,19.1,7,1959-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,4.0(08),0,NA,0,11.4,29.8(19),16.4,0,31/8.1(11),0,NA,0,2,7.0(21),0,1723,7.6,1,12,0,15.6,16.6,21.7,2,1959-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,35.0(06),0,8.9,0,14.2,30.0(31),18.4,1,31/11.9(24),3,63,0,8,9.0(02),1,774,79.8,4,9,0,16,18.4,22.6,8,1959-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),2,12,0,17.5,39.0(29),23,7,18/6.1(03),0,82,0,0,14.5(08),0,1517,0,0,11,0,22.4,22.6,27.7,0,1959-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),0,10.5,0,20.6,41.4(29),27.4,9,31/8.1(23),0,73,0,0,18.2(03),0,1345,0,1,11,0,24.8,24.9,29.3,0,1959-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,2.5(28),2,11.4,0,21,37.8(10),24.2,7,13/6.9(26),0,84,0,1,17.8(14),0,1002,2.5,0,11,0,26,24.9,28.9,1,1959-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,17.0(28),0,8.8,0,19.4,36.0(17),23.4,10,13/8.1(09),1,71,0,3,13.0(04),0,1148,25.3,5,11,0,24.4,23.7,28.1,3,1959-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,38.3(04),1,6.7,0,15.8,28.4(19),20.2,0,31/10.0(10),2,60,0,6,8.6(30),1,1072,73.4,2,12,0,18.2,19.4,23,6,1959-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,27.5(16),0,5.9,0,11.7,27.0(03),14.8,0,13/15.0(17),1,57,0,3,7.4(16),0,648,37.5,0,11,0,14.8,15.6,19.6,3,1959-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,16.8(09),0,6.4,1,9.9,22.0(27),15,0,31/30.0(01),1,66,1,3,6.0(14),0,762,23.5,0,16,0,11.8,13.8,17.7,3,1959-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,90.0(01/ene),6,NA,2,14.3,41.4(29/jul),27.4,34,31/30.0(01/dic),14,NA,1,48,3.0(23/feb),5,12391,521.7,16,11,0,10,18.4,22.5,48,1959-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,45.0(26),1,6.2,1,7.3,23.0(02),14,0,31/21.9(11),2,62,0,4,2.4(12),1,890,84,0,13,0,10,11.8,16.2,4,1960-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,50.0(10),0,6.3,0,9,23.8(29),13,0,31/10.0(29),5,58,0,11,1.4(09),1,650,142.9,0,10,0,11.4,13.2,17.4,10,1960-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,20.4(12),0,6.2,0,10.6,25.0(02),15.2,0,31/13.9(06),6,52,0,12,7.2(11),0,893,104.6,1,12,0,13.8,14.8,19.1,11,1960-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,45.5(28),0,9,0,11.5,30.8(11),16.4,1,31/10.0(11),1,68,0,4,7.0(22),1,945,60.6,0,13,0,13.8,16.7,22,4,1960-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,24.0(01),1,10.7,0,14.7,32.0(06),18.6,1,15/11.1(31),1,76,0,4,9.8(03),0,1220,35.1,0,12,0,16.8,19.9,25,3,1960-05,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,9.0(06),0,11.5,0,18.9,34.8(13),23.2,5,18/11.1(29),0,79,0,3,12.6(04),0,926,18.1,2,11,0,23.3,23.1,27.3,3,1960-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),1,12.6,0,20.8,35.6(11),24,14,31/8.1(03),0,87,0,0,16.4(07),0,898,0,0,11,0,26,25.5,30.1,0,1960-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),2,11.6,0,20.2,35.6(25),24.2,11,31/8.1(12),0,86,0,0,16.0(20),0,810,0,0,11,0,25.8,24.9,29.7,0,1960-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),0,10.2,0,18,34.8(04),23,3,31/8.1(04),0,82,0,0,13.8(30),0,751,0,0,11,0,25,22.7,27.3,0,1960-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,60.0(27),0,6.8,0,13.1,26.4(14),17,0,31/11.1(09),6,60,0,10,8.8(20),1,463,167.6,0,10,0,16.4,17.4,21.7,10,1960-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,7.1(07),4,5.8,0,12.4,24.0(25),16.6,0,31/8.9(28),0,57,0,6,8.0(15),0,655,31.6,0,11,0,15.4,16.2,20,6,1960-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,6.0(07),0,6.2,1,7.4,21.0(05),14,0,22/16.1(07),0,64,0,7,3.5(24),0,1061,26.5,0,13,0,11.4,11.4,15.4,7,1960-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,60.0(27/oct),9,8.6,2,13.7,35.6(11/jul),24.2,35,31/21.9(11/ene),21,69,0,61,1.4(09/feb),4,10162,671,3,12,0,10,18.1,22.6,58,1960-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),3,6.2,0,8.3,25.0(28),14,0,27/10.0(08),0,61,0,0,3.6(16),0,990,0,0,12,0,13,12.5,16.7,0,1961-01,NA,NA,NA,NA,5,1027.9(29),1019.6,0,9,17,0,0,1007.9(22),66,1020.5,94,NA
6155A,0.0(--),5,6,0,8.3,30.0(07),15,1,14/11.1(16),0,56,0,0,4.4(11),0,527,0,0,9,0,13,13.8,19.4,0,1961-02,NA,NA,NA,NA,6,1033.2(10),1025.4,0,10,12,4,0,1017.2(23),82,1026.2,124,NA
6155A,35.0(21),1,7.6,0,7.9,22.6(16),14,0,14/11.9(21),2,63,0,4,3.6(11),1,716,51,0,9,0,14.4,12.8,17.7,4,1961-03,NA,NA,NA,NA,7,1032.7(06),1021.3,0,11,13,0,0,1003.9(19),82,1022.1,121,NA
6155A,43.0(06),0,10.5,0,12.4,29.0(21),17,0,32/10.6(23),1,80,0,1,7.8(02),1,1176,43,0,11,0,17,18,23.5,1,1961-04,NA,NA,NA,NA,4,1018.8(30),1012.6,0,3,20,0,0,1003.5(07),68,1013.5,139,NA
6155A,20.0(30),0,10.7,0,14.9,34.8(17),21.8,4,23/6.9(30),1,76,0,4,9.0(04),0,NA,33.3,1,11,0,16.6,20.6,26.2,4,1961-05,NA,NA,NA,NA,6,1021.2(13),1012.6,0,10,15,0,0,999.7(31),61,1013.5,146,NA
6155A,0.0(--),1,11.7,0,NA,NA,NA,NA,14/10.0(23),0,80,0,0,NA,0,NA,0,1,11,NA,NA,NA,NA,0,1961-06,NA,NA,NA,NA,0,1020.2(21),1014.7,0,12,18,0,0,1008.7(01),NA,NA,NA,NA
6155A,0.0(--),3,12,0,NA,NA,NA,NA,32/9.4(13),0,83,0,0,NA,0,NA,0,0,10,NA,NA,NA,NA,0,1961-07,0,0,0,NA,1,1022.6(09),1015.4,0,23,7,0,0,1007.9(20),NA,NA,NA,NA
6155A,0.0(--),0,11.3,0,NA,NA,NA,NA,18/6.1(07),0,83,0,0,NA,0,NA,0,0,10,NA,NA,NA,NA,0,1961-08,0,0,0,NA,2,1023.6(27),1016.5,0,12,17,0,0,1004.7(06),NA,NA,NA,NA
6155A,6.0(29),0,9,0,NA,NA,NA,NA,32/6.9(30),0,72,0,1,NA,0,NA,6,0,9,NA,NA,NA,NA,1,1961-09,NA,NA,NA,NA,5,1021.8(26),1015.7,0,8,17,0,0,1006.5(03),NA,NA,NA,NA
6155A,2.5(30),0,7.2,0,NA,NA,NA,NA,32/15.0(01),0,64,0,2,NA,0,NA,3.7,0,11,NA,NA,NA,NA,2,1961-10,NA,NA,NA,NA,3,1024.3(24),1016.5,0,9,19,0,0,1005.3(18),NA,NA,NA,NA
6155A,49.0(19),0,5,0,NA,NA,NA,NA,32/11.7(12),9,48,0,12,NA,3,NA,260.1,0,9,NA,NA,NA,NA,12,1961-11,NA,NA,NA,NA,15,1024.7(30),1011.4,0,5,10,5,0,1000.5(28),NA,NA,NA,NA
6155A,73.1(25),3,4.7,0,10.4,23.6(10),14.8,0,32/15.0(02),4,48,0,9,6.0(14),2,NA,171,2,10,0,13.6,14.1,17.7,8,1961-12,NA,NA,NA,NA,NA,1026.4(14),1017.7,0,NA,NA,0,0,998.9(26),NA,NA,NA,NA
6155A,73.1(25/dic),16,8.5,0,NA,NA,NA,NA,32/15.0(01/oct),17,68,0,33,NA,7,NA,568.1,4,10,NA,NA,NA,NA,32,1961-13,NA,NA,NA,NA,NA,1033.2(10/feb),1016.6,0,NA,NA,9,0,998.9(26/dic),NA,NA,NA,NA
6155A,15.0(17),1,6.3,0,NA,NA,NA,NA,32/7.5(13),1,63,0,4,NA,0,NA,26,1,10,NA,NA,NA,NA,4,1962-01,NA,NA,NA,NA,6,1031.6(21),1021.8,0,10,15,1,0,1005.3(02),NA,NA,NA,NA
6155A,13.3(24),1,7.5,0,NA,NA,NA,NA,32/11.1(14),1,69,0,3,NA,0,NA,18,0,13,NA,NA,NA,NA,3,1962-02,NA,NA,NA,NA,4,1037.8(16),1021.5,0,10,14,1,0,1003.9(27),NA,NA,NA,NA
6155A,77.2(19),0,4.6,0,10.4,25.0(29),16,0,14/13.6(18),7,38,0,10,5.0(26),1,NA,186.9,1,13,0,13.2,14.4,18.3,9,1962-03,NA,NA,NA,NA,13,1023.2(27),1010.5,0,2,16,0,0,995.4(04),NA,NA,NA,NA
6155A,18.7(16),0,7.2,0,NA,NA,NA,NA,32/12.5(05),2,55,0,7,NA,0,NA,50.7,0,12,NA,NA,NA,NA,7,1962-04,NA,NA,NA,NA,7,1027.4(10),1014.9,0,3,20,0,0,998.2(17),NA,NA,NA,NA
6155A,33.5(18),1,8.2,0,NA,NA,NA,NA,18/8.9(21),1,58,0,3,NA,1,NA,40.5,1,11,NA,NA,NA,NA,3,1962-05,NA,NA,NA,NA,4,1023.5(15),1015.7,0,7,20,0,0,1003.9(26),NA,NA,NA,NA
6155A,3.9(12),1,11,0,NA,NA,NA,NA,23/9.4(12),0,75,0,1,NA,0,NA,3.9,0,11,NA,NA,NA,NA,1,1962-06,0,1,0,NA,2,1025.6(05),1017,0,16,12,0,0,1008.7(12),NA,NA,NA,NA
6155A,0.0(--),4,11.2,0,21.4,39.0(04),28.8,12,18/6.1(17),0,78,0,0,17.4(08),0,NA,0,0,10,0,25.4,25.7,30,0,1962-07,0,0,0,NA,0,1022.2(02),1014.4,0,16,15,1,0,1005.5(04),NA,NA,NA,NA
6155A,0.0(--),2,11.7,0,NA,NA,NA,NA,18/6.4(13),0,86,0,0,NA,0,NA,0,0,11,NA,NA,NA,NA,0,1962-08,0,0,0,NA,0,1023.9(27),1016.1,0,22,9,0,0,1008.5(06),NA,NA,NA,NA
6155A,0.0(--),2,9.6,0,NA,NA,NA,NA,27/8.1(18),0,77,0,0,NA,0,NA,0,0,11,NA,NA,NA,NA,0,1962-09,NA,NA,NA,NA,1,1023.9(23),1015,0,12,17,0,0,1005.3(19),NA,NA,NA,NA
6155A,26.2(15),0,5.5,0,NA,NA,NA,NA,32/8.6(31),3,49,0,10,NA,0,NA,94.9,2,8,NA,NA,NA,NA,10,1962-10,NA,NA,NA,NA,13,1023.4(24),1015.3,0,4,14,2,0,1003.1(14),NA,NA,NA,NA
6155A,40.5(06),0,4.8,0,NA,NA,NA,NA,32/8.6(19),3,47,0,6,NA,1,NA,88.6,1,11,NA,NA,NA,NA,5,1962-11,NA,NA,NA,NA,5,1025.2(26),1013.6,0,5,20,2,0,994.6(07),NA,NA,NA,NA
6155A,97.2(27),0,4.2,0,9.4,21.0(11),14.8,0,32/10.6(17),7,43,0,12,4.2(13),2,NA,274.4,2,13,0,7.6,12.6,15.8,12,1962-12,NA,NA,NA,NA,NA,1033.5(09),1017.7,0,NA,NA,11,0,999.0(29),NA,NA,NA,NA
6155A,97.2(27/dic),12,7.7,0,NA,NA,NA,NA,14/13.6(18/mar),25,62,0,56,NA,5,NA,783.9,8,11,NA,NA,NA,NA,54,1962-13,NA,NA,NA,NA,NA,1037.8(16/feb),1016.1,0,NA,NA,18,0,994.6(07/nov),NA,NA,NA,NA
6155A,68.7(01),2,1.8,2,9.4,18.2(09),14,0,14/30.6(24),7,18,2,13,1.8(30),3,NA,222.7,0,15,0,11.6,12.2,15,13,1963-01,NA,NA,NA,NA,20,1029.2(26),1013,0,2,9,3,0,995.7(18),NA,NA,NA,NA
6155A,39.4(06),2,5,0,NA,NA,NA,NA,32/8.6(07),3,46,0,9,NA,1,NA,98.2,0,11,NA,NA,NA,NA,9,1963-02,NA,NA,NA,NA,9,1023.6(14),1012.5,0,3,16,1,0,997.8(07),NA,NA,NA,NA
6155A,38.5(01),1,8.2,0,NA,NA,NA,NA,14/11.1(01),2,68,0,3,NA,1,NA,53.9,1,13,NA,NA,NA,NA,3,1963-03,0,4,0,NA,5,1030.8(06),1020.6,0,6,20,1,0,1011.9(22),NA,NA,NA,NA
6155A,26.0(13),2,7.1,0,NA,NA,NA,NA,14/6.9(10),3,54,0,5,NA,0,NA,54.7,0,10,NA,NA,NA,NA,5,1963-04,NA,NA,NA,NA,9,1021.8(14),1012.6,0,4,17,3,0,997.3(09),NA,NA,NA,NA
6155A,19.8(27),4,8.6,0,14.7,32.0(09),20,2,23/8.1(30),2,60,0,3,11.0(02),0,909,40,0,10,0,17,18.8,22.9,3,1963-05,NA,NA,NA,NA,5,1025.6(09),1014.9,0,6,20,3,0,1003.9(03),66,1015.8,143,NA
6155A,7.0(03),0,10.4,0,18.1,32.0(19),21.6,3,23/6.9(03),0,71,0,2,13.2(08),0,1175,7.5,0,10,0,21.6,22.6,27,1,1963-06,0,2,0,NA,3,1018.0(08),1014,0,10,17,1,0,1007.9(01),59,1014.8,163,NA
6155A,0.0(--),1,11.7,0,NA,NA,NA,NA,18/6.9(01),0,81,0,0,NA,0,1761,0,0,9,NA,NA,NA,NA,0,1963-07,0,0,0,NA,0,1020.7(16),1014.6,0,22,9,1,0,1008.5(17),NA,NA,NA,NA
6155A,0.0(--),1,10.9,0,NA,NA,NA,NA,14/6.9(02),0,80,0,0,NA,0,1889,0,0,11,NA,NA,NA,NA,0,1963-08,0,1,0,NA,0,1019.5(25),1012.8,0,16,15,1,0,1005.9(31),NA,NA,NA,NA
6155A,10.0(12),0,8.6,0,18.2,33.0(01),25,2,32/6.1(11),1,69,0,2,15.0(20),0,1881,19.6,2,8,0,24,22.5,26.9,2,1963-09,NA,NA,NA,NA,2,1024.2(27),1015.1,0,12,16,0,0,1006.1(01),65,1015.9,174,NA
6155A,11.3(31),0,8.4,0,15.4,28.0(05),19,0,32/5.0(02),1,74,0,2,11.0(05),0,1566,13.9,0,8,0,21,19.6,23.7,2,1963-10,NA,NA,NA,NA,2,1026.3(21),1018.8,0,7,22,0,0,1006.5(31),73,1019.7,166,NA
6155A,25.5(04),0,5.4,1,NA,NA,NA,NA,32/26.4(15),3,53,1,7,NA,0,1025,64.8,1,9,NA,NA,NA,NA,7,1963-11,NA,NA,NA,NA,10,1029.1(22),1016.8,0,4,16,2,0,1001.3(05),NA,NA,NA,NA
6155A,38.0(02),2,2.7,0,NA,NA,NA,NA,14/10.6(02),12,28,0,18,NA,3,946,309.6,1,9,NA,NA,NA,NA,15,1963-12,NA,NA,NA,NA,17,1029.1(27),1012.6,0,2,12,6,0,990.6(20),NA,NA,NA,NA
6155A,68.7(01/ene),15,7.4,3,NA,NA,NA,NA,14/30.6(24/ene),34,59,3,64,NA,8,NA,884.9,5,10,NA,NA,NA,NA,60,1963-13,NA,NA,NA,NA,82,1030.8(06/mar),1014.9,0,94,189,22,0,990.6(20/dic),NA,NA,NA,NA
6155A,11.5(10),0,5.2,0,9.7,19.0(02),13.6,0,14/11.9(05),2,52,0,5,5.0(07),0,1231,29.3,0,12,0,12,12.6,15.5,5,1964-01,NA,NA,NA,NA,7,1033.2(22),1024.1,0,7,17,0,0,1015.1(13),NA,NA,NA,NA
6155A,46.5(26),1,4.6,0,9,22.0(23),14,0,32/11.7(16),3,43,0,6,2.8(10),1,1074,81.5,0,9,0,13.2,13.1,17.2,6,1964-02,NA,NA,NA,NA,10,1028.7(08),1017.6,0,4,15,1,0,1001.3(14),NA,NA,NA,NA
6155A,18.0(06),1,5.8,0,10.7,25.0(05),15.4,0,32/10.6(25),4,48,0,10,6.4(17),0,1124,92.3,0,11,0,15,14.8,19,10,1964-03,NA,NA,NA,NA,10,1025.1(16),1013,0,1,20,4,0,999.9(07),NA,NA,NA,NA
6155A,7.0(01),2,6.7,0,9.3,25.0(13),14,0,14/8.1(26),0,50,0,1,5.2(08),0,1327,7,0,10,0,12,14.4,19.5,1,1964-04,NA,NA,NA,NA,3,1026.6(28),1015.4,0,6,21,1,0,1000.7(02),67,1015.6,112,NA
6155A,9.9(31),2,10.7,0,16,32.0(27),21,4,14/8.9(31),0,75,0,1,10.0(05),0,1489,9.9,0,10,0,20.2,20.9,25.8,1,1964-05,0,1,0,NA,1,1023.8(12),1016.3,0,19,11,5,0,1002.7(26),NA,NA,NA,NA
6155A,13.0(21),0,8.2,0,18,35.0(14),21,4,27/8.1(01),1,56,0,3,14.0(06),0,1644,18,2,11,0,22.2,22.6,27.1,3,1964-06,NA,NA,NA,NA,1,1021.2(05),1014,0,9,20,0,0,1004.2(01),NA,NA,NA,NA
6155A,0.0(--),3,11.7,0,20.8,37.0(27),24,18,14/6.9(01),0,81,0,0,18.6(09),0,2388,0,1,11,0,26,25.4,30,0,1964-07,0,0,0,NA,0,1022.8(15),1016.1,0,21,10,5,0,1010.6(27),NA,NA,NA,NA
6155A,0.0(--),0,10.8,0,21.3,37.0(08),24.2,15,32/8.1(13),0,79,0,0,19.0(20),0,1840,0,0,11,0,26.6,25.6,29.9,0,1964-08,0,0,0,NA,0,1020.6(24),1013.6,0,15,16,2,0,1006.6(13),62,1014.4,206,NA
6155A,2.0(20),2,6.1,0,20.7,31.2(01),23,7,14/6.9(04),0,49,0,1,16.6(06),0,1508,2,1,10,0,25.6,24.6,28.5,1,1964-09,NA,NA,NA,NA,6,1021.8(19),1016.9,1,3,21,0,0,1009.3(03),NA,NA,NA,NA
6155A,6.0(29),1,7.9,0,14.5,30.8(07),21,1,32/12.5(12),0,70,0,1,7.0(26),0,1656,6,0,13,0,17.2,19.1,23.7,1,1964-10,NA,NA,NA,NA,0,1026.6(17),1017.6,1,11,20,0,0,1009.3(24),62,1018.4,140,NA
6155A,36.0(05),2,5.1,0,11.2,24.0(11),15.6,0,32/8.1(29),2,50,0,4,7.0(19),1,1434,62.7,0,11,0,14,14.9,18.6,4,1964-11,NA,NA,NA,NA,5,1030.0(25),1019.8,0,7,18,9,0,1000.6(05),NA,NA,NA,NA
6155A,34.5(20),0,4.6,0,7.6,20.0(07),12,0,14/12.5(23),3,47,0,7,1.6(30),1,1249,97.6,2,15,0,12,11.7,15.7,7,1964-12,NA,NA,NA,NA,8,1029.1(09),1014.5,0,9,14,0,0,995.9(17),NA,NA,NA,NA
6155A,46.5(26/feb),14,7.3,0,14.1,37.0(27/jul),24.2,49,32/12.5(12/oct),15,58,0,39,1.6(30/dic),3,17964,406.3,6,11,0,12,18.3,22.5,39,1964-13,NA,NA,NA,NA,51,1033.2(22/ene),1016.6,2,112,203,27,0,995.9(17/dic),NA,NA,NA,NA
6155A,51.5(27),1,5.2,0,7.9,20.0(02),13,0,32/13.9(21),3,52,0,5,2.0(07),1,1123,93,0,16,0,7.6,11.8,15.6,5,1965-01,NA,NA,NA,NA,5,1030.7(18),1016.7,0,6,20,1,0,999.9(27),NA,NA,NA,NA
6155A,30.0(25),0,4.8,0,NA,NA,NA,NA,14/10.6(07),3,44,0,8,NA,1,803,86.4,0,12,NA,NA,NA,NA,8,1965-02,NA,NA,NA,NA,8,1026.7(13),1017.2,0,5,15,1,0,1006.6(28),NA,1020.2,NA,NA
6155A,24.0(10),2,5.9,0,11.1,28.0(25),17,0,27/10.0(29),3,49,0,6,3.4(08),0,1332,61.1,0,15,0,11,15.3,19.4,6,1965-03,NA,NA,NA,NA,5,1027.6(26),1018.9,0,8,18,2,0,997.7(01),NA,NA,NA,NA
6155A,35.1(02),3,8.2,0,12.5,30.0(27),18,1,32/10.0(28),1,62,0,1,9.4(03),1,1499,35.1,2,14,0,15,17.7,22.9,1,1965-04,NA,NA,NA,NA,4,1024.6(03),1014.6,0,6,20,1,0,1003.9(22),NA,NA,NA,NA
6155A,0.0(--),0,11.5,0,15.6,30.0(09),19,5,14/10.0(20),0,81,0,0,10.4(07),0,1855,0,0,12,0,23,21.1,26.6,0,1965-05,0,0,0,NA,2,1022.6(09),1015.3,0,14,15,0,0,1003.9(30),NA,NA,NA,NA
6155A,10.6(02),3,10.8,0,19,39.0(22),25,10,32/8.9(08),1,73,0,1,15.0(01),0,2053,10.6,0,12,0,21,23.9,28.8,1,1965-06,0,1,0,NA,1,1021.8(19),1015.2,0,14,15,3,0,1007.5(01),55,1016,159,NA
6155A,0.0(--),2,11.7,0,20.6,39.6(23),27.6,15,32/8.1(25),0,81,0,0,17.6(06),0,2600,0,0,13,0,26,25.5,30.5,0,1965-07,0,0,0,NA,0,1021.0(11),1014.2,0,23,8,2,0,1005.3(31),NA,NA,NA,NA
6155A,0.0(--),1,10.9,0,20.6,37.0(01),24,13,23/10.0(07),0,80,0,0,17.0(28),0,1733,0,0,12,0,26,25.2,29.9,0,1965-08,0,0,0,NA,0,1021.2(19),1014.5,0,18,13,1,0,1003.9(22),62,1015.4,197,NA
6155A,28.0(24),0,7.6,0,16.4,34.0(01),21,1,27/6.9(01),3,61,0,3,13.0(29),0,1400,55,0,11,0,20,21.1,25.7,3,1965-09,NA,NA,NA,NA,2,NA,NA,NA,10,18,NA,NA,NA,63,NA,154,NA
6155A,17.0(06),1,4.3,0,15.2,24.0(04),18,0,13/6.9(24),4,38,0,10,13.0(18),0,766,84.5,0,8,0,19,18.4,21.6,10,1965-10,NA,NA,NA,NA,11,1023.2(22),1013.9,0,2,16,0,0,1006.6(04),81,1014.9,169,NA
6155A,23.5(05),0,5.7,0,11.7,23.0(02),14,0,13/8.9(24),2,56,0,7,8.4(15),0,731,65,0,11,0,15.6,15.4,19,7,1965-11,NA,NA,NA,NA,6,1028.8(24),1017.5,0,1,21,0,0,1004.0(20),73,1018.3,126,NA
6155A,22.6(07),0,5.6,0,9.8,21.6(06),15,0,32/10.0(29),1,57,0,2,5.2(19),0,690,28.1,0,14,0,13,13.7,17.5,2,1965-12,NA,NA,NA,NA,NA,1029.3(18),1020.2,0,NA,NA,0,0,1006.6(08),71,1020.8,109,NA
6155A,51.5(27/ene),13,7.7,0,NA,NA,NA,NA,32/13.9(21/ene),21,61,0,43,NA,3,16585,518.8,2,13,NA,NA,NA,NA,43,1965-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,23.8(14),1,5.3,0,10.2,25.0(20),16,0,13/10.0(06),1,52,0,8,5.0(05),0,538,40.8,0,9,0,15,14.7,19.1,8,1966-01,0,8,0,NA,NA,1028.0(01),1017.6,0,NA,NA,0,0,1008.0(18),75,1018.5,122,NA
6155A,39.2(20),2,6,0,9.4,24.6(07),12.6,0,13/11.9(21),4,55,0,8,7.0(05),1,505,111.2,0,11,0,16,14.6,19.8,8,1966-02,0,9,0,NA,4,NA,NA,NA,2,22,NA,NA,NA,70,NA,116,NA
6155A,4.6(19),0,9.2,0,NA,NA,NA,NA,13/8.9(14),0,77,0,1,NA,0,956,4.6,0,14,NA,NA,NA,NA,1,1966-03,0,2,0,NA,NA,1029.3(01),1020.1,0,NA,NA,0,0,1012.2(12),NA,1021.1,NA,NA
6155A,9.0(12),0,8,0,11.9,30.6(27),16,1,27/10.0(20),0,61,0,3,8.0(23),0,1237,14,0,12,0,16,17.9,23.9,3,1966-04,NA,NA,NA,NA,4,NA,NA,NA,3,22,NA,NA,NA,54,NA,109,NA
